Date,Descripcion,Coco
2020-12-21,Hermanas Mirabal,2.0
2020-12-21,La Altagracia,18.0
2020-12-21,La Romana,25.0
2020-12-21,La Vega,2.0
2020-12-21,Puerto Plata,2.0
2020-12-21,Samana,7.0
2020-12-21,San Cristobal,2.0
2020-12-21,San Juan,2.0
2020-12-21,Santiago,2.0
2020-12-21,Santo Domingo,2.0
2020-12-22,Barahona,7.0
2020-12-22,Distrito Nacional,2.0
2020-12-22,Espaillat,2.0
2020-12-22,Hermanas Mirabal,2.0
2020-12-22,La Altagracia,2.0
2020-12-22,La Romana,25.0
2020-12-22,La Vega,2.0
2020-12-22,Puerto Plata,2.0
2020-12-22,Samana,7.0
2020-12-22,San Cristobal,2.0
2020-12-22,San Juan,2.0
2020-12-22,Santiago,2.0
2020-12-22,Santo Domingo,2.0
2020-12-23,Barahona,7.0
2020-12-23,Distrito Nacional,2.0
2020-12-23,Espaillat,2.0
2020-12-23,Hermanas Mirabal,2.0
2020-12-23,La Altagracia,2.0
2020-12-23,La Romana,25.0
2020-12-23,La Vega,2.0
2020-12-23,Puerto Plata,2.0
2020-12-23,Samana,7.0
2020-12-23,San Cristobal,2.0
2020-12-23,San Juan,2.0
2020-12-23,Santiago,2.0
2020-12-23,Santo Domingo,2.0
2020-12-24,Barahona,7.0
2020-12-24,Distrito Nacional,2.0
2020-12-24,Espaillat,2.0
2020-12-24,Hermanas Mirabal,2.0
2020-12-24,La Altagracia,7.0
2020-12-24,La Romana,25.0
2020-12-24,La Vega,2.0
2020-12-24,Puerto Plata,2.0
2020-12-24,Samana,7.0
2020-12-24,San Cristobal,2.0
2020-12-24,San Juan,2.0
2020-12-24,Santiago,2.0
2020-12-24,Santo Domingo,2.0
2020-12-25,Barahona,7.0
2020-12-25,Distrito Nacional,2.0
2020-12-25,Espaillat,2.0
2020-12-25,Hermanas Mirabal,2.0
2020-12-25,La Altagracia,8.0
2020-12-25,La Romana,25.0
2020-12-25,La Vega,2.0
2020-12-25,Puerto Plata,2.0
2020-12-25,Samana,7.0
2020-12-25,San Cristobal,2.0
2020-12-25,San Juan,2.0
2020-12-25,Santiago,2.0
2020-12-25,Santo Domingo,2.0
2020-12-26,Barahona,7.0
2020-12-26,Distrito Nacional,2.0
2020-12-26,Espaillat,2.0
2020-12-26,Hermanas Mirabal,2.0
2020-12-26,La Altagracia,7.0
2020-12-26,La Romana,25.0
2020-12-26,La Vega,2.0
2020-12-26,Puerto Plata,2.0
2020-12-26,Samana,7.0
2020-12-26,San Cristobal,2.0
2020-12-26,San Juan,2.0
2020-12-26,Santiago,2.0
2020-12-26,Santo Domingo,2.0
2020-12-27,Barahona,7.0
2020-12-27,Distrito Nacional,2.0
2020-12-27,Espaillat,2.0
2020-12-27,Hermanas Mirabal,2.0
2020-12-27,La Altagracia,7.0
2020-12-27,La Romana,25.0
2020-12-27,La Vega,2.0
2020-12-27,Puerto Plata,2.0
2020-12-27,Samana,7.0
2020-12-27,San Cristobal,2.0
2020-12-27,San Juan,2.0
2020-12-27,Santiago,2.0
2020-12-27,Santo Domingo,2.0
2020-12-28,Barahona,7.0
2020-12-28,Distrito Nacional,2.0
2020-12-28,Espaillat,2.0
2020-12-28,Hermanas Mirabal,2.0
2020-12-28,La Altagracia,2.0
2020-12-28,La Romana,25.0
2020-12-28,La Vega,2.0
2020-12-28,Puerto Plata,2.0
2020-12-28,Samana,7.0
2020-12-28,San Cristobal,2.0
2020-12-28,San Juan,2.0
2020-12-28,Santiago,2.0
2020-12-28,Santo Domingo,2.0
2020-12-29,Barahona,7.0
2020-12-29,Distrito Nacional,2.0
2020-12-29,Espaillat,3.0
2020-12-29,Hermanas Mirabal,3.0
2020-12-29,La Altagracia,7.0
2020-12-29,La Romana,25.0
2020-12-29,La Vega,3.0
2020-12-29,Puerto Plata,3.0
2020-12-29,Samana,7.0
2020-12-29,San Cristobal,2.0
2020-12-29,San Juan,2.0
2020-12-29,Santiago,3.0
2020-12-29,Santo Domingo,2.0
2020-12-30,Barahona,7.0
2020-12-30,Distrito Nacional,2.0
2020-12-30,Espaillat,2.0
2020-12-30,Hermanas Mirabal,2.0
2020-12-30,La Altagracia,7.0
2020-12-30,La Romana,25.0
2020-12-30,La Vega,2.0
2020-12-30,Puerto Plata,2.0
2020-12-30,Samana,7.0
2020-12-30,San Cristobal,2.0
2020-12-30,San Juan,2.0
2020-12-30,Santiago,2.0
2020-12-30,Santo Domingo,2.0
2020-12-31,Barahona,7.0
2020-12-31,Distrito Nacional,2.0
2020-12-31,Espaillat,2.0
2020-12-31,Hermanas Mirabal,2.0
2020-12-31,La Altagracia,7.0
2020-12-31,La Romana,25.0
2020-12-31,La Vega,2.0
2020-12-31,Puerto Plata,2.0
2020-12-31,Samana,7.0
2020-12-31,San Cristobal,2.0
2020-12-31,San Juan,2.0
2020-12-31,Santiago,2.0
2020-12-31,Santo Domingo,2.0
2021-01-01,Barahona,7.0
2021-01-01,Distrito Nacional,2.0
2021-01-01,Espaillat,2.0
2021-01-01,Hermanas Mirabal,2.0
2021-01-01,La Altagracia,2.0
2021-01-01,La Romana,7.0
2021-01-01,La Vega,2.0
2021-01-01,Puerto Plata,2.0
2021-01-01,Samana,7.0
2021-01-01,San Cristobal,2.0
2021-01-01,San Juan,2.0
2021-01-01,Santiago,2.0
2021-01-01,Santo Domingo,2.0
2021-01-02,Barahona,7.0
2021-01-02,Distrito Nacional,2.0
2021-01-02,Espaillat,2.0
2021-01-02,Hermanas Mirabal,2.0
2021-01-02,La Altagracia,2.0
2021-01-02,La Romana,7.0
2021-01-02,La Vega,2.0
2021-01-02,Puerto Plata,2.0
2021-01-02,Samana,7.0
2021-01-02,San Cristobal,2.0
2021-01-02,San Juan,2.0
2021-01-02,Santiago,2.0
2021-01-02,Santo Domingo,2.0
2021-01-03,Barahona,7.0
2021-01-03,Distrito Nacional,2.0
2021-01-03,Espaillat,2.0
2021-01-03,Hermanas Mirabal,2.0
2021-01-03,La Altagracia,2.0
2021-01-03,La Romana,7.0
2021-01-03,La Vega,2.0
2021-01-03,Puerto Plata,2.0
2021-01-03,Samana,7.0
2021-01-03,San Cristobal,2.0
2021-01-03,San Juan,2.0
2021-01-03,Santiago,2.0
2021-01-03,Santo Domingo,2.0
2021-01-04,Barahona,7.0
2021-01-04,Distrito Nacional,2.0
2021-01-04,Espaillat,2.0
2021-01-04,Hermanas Mirabal,2.0
2021-01-04,La Altagracia,2.0
2021-01-04,La Romana,7.0
2021-01-04,La Vega,2.0
2021-01-04,Puerto Plata,2.0
2021-01-04,Samana,7.0
2021-01-04,San Cristobal,2.0
2021-01-04,San Juan,2.0
2021-01-04,Santiago,2.0
2021-01-04,Santo Domingo,2.0
2021-01-05,Barahona,7.0
2021-01-05,Distrito Nacional,2.0
2021-01-05,Espaillat,2.0
2021-01-05,Hermanas Mirabal,2.0
2021-01-05,La Altagracia,2.0
2021-01-05,La Romana,7.0
2021-01-05,La Vega,2.0
2021-01-05,Puerto Plata,2.0
2021-01-05,Samana,7.0
2021-01-05,San Cristobal,2.0
2021-01-05,San Juan,2.0
2021-01-05,Santiago,2.0
2021-01-05,Santo Domingo,2.0
2021-01-06,Barahona,7.0
2021-01-06,Distrito Nacional,2.0
2021-01-06,Espaillat,2.0
2021-01-06,Hermanas Mirabal,2.0
2021-01-06,La Altagracia,7.0
2021-01-06,La Romana,7.0
2021-01-06,La Vega,2.0
2021-01-06,Puerto Plata,2.0
2021-01-06,Samana,7.0
2021-01-06,San Cristobal,2.0
2021-01-06,San Juan,2.0
2021-01-06,Santiago,2.0
2021-01-06,Santo Domingo,2.0
2021-01-07,Barahona,7.0
2021-01-07,Distrito Nacional,2.0
2021-01-07,Espaillat,2.0
2021-01-07,Hermanas Mirabal,2.0
2021-01-07,La Altagracia,7.0
2021-01-07,La Romana,7.0
2021-01-07,La Vega,2.0
2021-01-07,Puerto Plata,2.0
2021-01-07,Samana,7.0
2021-01-07,San Cristobal,2.0
2021-01-07,San Juan,2.0
2021-01-07,Santiago,2.0
2021-01-07,Santo Domingo,2.0
2021-01-08,Barahona,7.0
2021-01-08,Distrito Nacional,2.0
2021-01-08,Espaillat,3.0
2021-01-08,Hermanas Mirabal,3.0
2021-01-08,La Altagracia,2.0
2021-01-08,La Romana,7.0
2021-01-08,La Vega,3.0
2021-01-08,Puerto Plata,2.0
2021-01-08,Samana,7.0
2021-01-08,San Cristobal,2.0
2021-01-08,San Juan,2.0
2021-01-08,Santiago,3.0
2021-01-08,Santo Domingo,2.0
2021-01-09,Barahona,7.0
2021-01-09,Distrito Nacional,2.0
2021-01-09,Espaillat,2.0
2021-01-09,Hermanas Mirabal,2.0
2021-01-09,La Altagracia,2.0
2021-01-09,La Romana,7.0
2021-01-09,La Vega,2.0
2021-01-09,Puerto Plata,2.0
2021-01-09,Samana,7.0
2021-01-09,San Cristobal,2.0
2021-01-09,San Juan,2.0
2021-01-09,Santiago,2.0
2021-01-09,Santo Domingo,2.0
2021-01-10,Barahona,7.0
2021-01-10,Distrito Nacional,2.0
2021-01-10,Espaillat,2.0
2021-01-10,Hermanas Mirabal,2.0
2021-01-10,La Altagracia,2.0
2021-01-10,La Romana,7.0
2021-01-10,La Vega,2.0
2021-01-10,Puerto Plata,2.0
2021-01-10,Samana,7.0
2021-01-10,San Cristobal,2.0
2021-01-10,San Juan,2.0
2021-01-10,Santiago,2.0
2021-01-10,Santo Domingo,2.0
2021-01-11,Barahona,7.0
2021-01-11,Distrito Nacional,2.0
2021-01-11,Espaillat,2.0
2021-01-11,Hermanas Mirabal,2.0
2021-01-11,La Altagracia,2.0
2021-01-11,La Romana,7.0
2021-01-11,La Vega,2.0
2021-01-11,Puerto Plata,2.0
2021-01-11,Samana,7.0
2021-01-11,San Cristobal,2.0
2021-01-11,San Juan,2.0
2021-01-11,Santiago,2.0
2021-01-11,Santo Domingo,2.0
2021-01-12,Barahona,7.0
2021-01-12,Distrito Nacional,2.0
2021-01-12,Espaillat,2.0
2021-01-12,Hermanas Mirabal,2.0
2021-01-12,La Altagracia,2.0
2021-01-12,La Romana,7.0
2021-01-12,La Vega,2.0
2021-01-12,Puerto Plata,2.0
2021-01-12,Samana,7.0
2021-01-12,San Cristobal,2.0
2021-01-12,San Juan,2.0
2021-01-12,Santiago,2.0
2021-01-12,Santo Domingo,2.0
2021-01-13,Barahona,7.0
2021-01-13,Distrito Nacional,2.0
2021-01-13,Espaillat,2.0
2021-01-13,Hermanas Mirabal,2.0
2021-01-13,La Altagracia,2.0
2021-01-13,La Romana,7.0
2021-01-13,La Vega,2.0
2021-01-13,Puerto Plata,2.0
2021-01-13,Samana,7.0
2021-01-13,San Cristobal,2.0
2021-01-13,San Juan,2.0
2021-01-13,Santiago,2.0
2021-01-13,Santo Domingo,2.0
2021-01-14,Barahona,7.0
2021-01-14,Distrito Nacional,2.0
2021-01-14,Espaillat,2.0
2021-01-14,Hermanas Mirabal,2.0
2021-01-14,La Altagracia,2.0
2021-01-14,La Romana,7.0
2021-01-14,La Vega,2.0
2021-01-14,Puerto Plata,2.0
2021-01-14,Samana,7.0
2021-01-14,San Cristobal,2.0
2021-01-14,San Juan,2.0
2021-01-14,Santiago,2.0
2021-01-14,Santo Domingo,2.0
2021-01-15,Barahona,7.0
2021-01-15,Distrito Nacional,2.0
2021-01-15,Espaillat,2.0
2021-01-15,Hermanas Mirabal,2.0
2021-01-15,La Altagracia,2.0
2021-01-15,La Romana,7.0
2021-01-15,La Vega,2.0
2021-01-15,Puerto Plata,2.0
2021-01-15,Samana,7.0
2021-01-15,San Cristobal,2.0
2021-01-15,San Juan,2.0
2021-01-15,Santiago,2.0
2021-01-15,Santo Domingo,2.0
2021-01-16,Barahona,7.0
2021-01-16,Distrito Nacional,2.0
2021-01-16,Espaillat,2.0
2021-01-16,Hermanas Mirabal,2.0
2021-01-16,La Altagracia,2.0
2021-01-16,La Romana,7.0
2021-01-16,La Vega,2.0
2021-01-16,Puerto Plata,2.0
2021-01-16,Samana,7.0
2021-01-16,San Cristobal,2.0
2021-01-16,San Juan,2.0
2021-01-16,Santiago,2.0
2021-01-16,Santo Domingo,2.0
2021-01-17,Barahona,7.0
2021-01-17,Distrito Nacional,2.0
2021-01-17,Espaillat,2.0
2021-01-17,Hermanas Mirabal,2.0
2021-01-17,La Altagracia,2.0
2021-01-17,La Romana,7.0
2021-01-17,La Vega,2.0
2021-01-17,Puerto Plata,2.0
2021-01-17,Samana,7.0
2021-01-17,San Cristobal,2.0
2021-01-17,San Juan,2.0
2021-01-17,Santiago,2.0
2021-01-17,Santo Domingo,2.0
2021-01-18,Barahona,7.0
2021-01-18,Distrito Nacional,3.0
2021-01-18,Espaillat,2.0
2021-01-18,Hermanas Mirabal,2.0
2021-01-18,La Altagracia,7.0
2021-01-18,La Romana,7.0
2021-01-18,La Vega,2.0
2021-01-18,Puerto Plata,2.0
2021-01-18,Samana,7.0
2021-01-18,San Cristobal,3.0
2021-01-18,San Juan,2.0
2021-01-18,Santiago,2.0
2021-01-18,Santo Domingo,3.0
2021-01-19,Barahona,7.0
2021-01-19,Distrito Nacional,2.0
2021-01-19,Espaillat,2.0
2021-01-19,Hermanas Mirabal,2.0
2021-01-19,La Altagracia,2.0
2021-01-19,La Romana,7.0
2021-01-19,La Vega,2.0
2021-01-19,Puerto Plata,2.0
2021-01-19,Samana,7.0
2021-01-19,San Cristobal,2.0
2021-01-19,San Juan,2.0
2021-01-19,Santiago,2.0
2021-01-19,Santo Domingo,2.0
2021-01-20,Barahona,7.0
2021-01-20,Distrito Nacional,3.0
2021-01-20,Espaillat,3.0
2021-01-20,Hermanas Mirabal,3.0
2021-01-20,La Altagracia,2.0
2021-01-20,La Romana,7.0
2021-01-20,La Vega,3.0
2021-01-20,Puerto Plata,2.0
2021-01-20,Samana,7.0
2021-01-20,San Cristobal,3.0
2021-01-20,San Juan,2.0
2021-01-20,Santiago,3.0
2021-01-20,Santo Domingo,3.0
2021-01-21,Barahona,7.0
2021-01-21,Distrito Nacional,2.0
2021-01-21,Espaillat,2.0
2021-01-21,Hermanas Mirabal,2.0
2021-01-21,La Altagracia,2.0
2021-01-21,La Romana,7.0
2021-01-21,La Vega,2.0
2021-01-21,Puerto Plata,2.0
2021-01-21,Samana,7.0
2021-01-21,San Cristobal,2.0
2021-01-21,San Juan,2.0
2021-01-21,Santiago,2.0
2021-01-21,Santo Domingo,2.0
2021-01-22,Barahona,7.0
2021-01-22,Distrito Nacional,2.0
2021-01-22,Espaillat,2.0
2021-01-22,Hermanas Mirabal,2.0
2021-01-22,La Altagracia,2.0
2021-01-22,La Romana,7.0
2021-01-22,La Vega,2.0
2021-01-22,Puerto Plata,2.0
2021-01-22,Samana,7.0
2021-01-22,San Cristobal,2.0
2021-01-22,San Juan,2.0
2021-01-22,Santiago,2.0
2021-01-22,Santo Domingo,2.0
2021-01-23,Barahona,7.0
2021-01-23,Distrito Nacional,2.0
2021-01-23,Espaillat,2.0
2021-01-23,Hermanas Mirabal,2.0
2021-01-23,La Altagracia,2.0
2021-01-23,La Romana,7.0
2021-01-23,La Vega,2.0
2021-01-23,Puerto Plata,2.0
2021-01-23,Samana,7.0
2021-01-23,San Cristobal,2.0
2021-01-23,San Juan,2.0
2021-01-23,Santiago,2.0
2021-01-23,Santo Domingo,2.0
2021-01-24,Barahona,7.0
2021-01-24,Distrito Nacional,2.0
2021-01-24,Espaillat,2.0
2021-01-24,Hermanas Mirabal,2.0
2021-01-24,La Altagracia,2.0
2021-01-24,La Romana,7.0
2021-01-24,La Vega,2.0
2021-01-24,Puerto Plata,2.0
2021-01-24,Samana,7.0
2021-01-24,San Cristobal,2.0
2021-01-24,San Juan,2.0
2021-01-24,Santiago,2.0
2021-01-24,Santo Domingo,2.0
2021-01-25,Barahona,7.0
2021-01-25,Distrito Nacional,2.0
2021-01-25,Espaillat,2.0
2021-01-25,Hermanas Mirabal,2.0
2021-01-25,La Altagracia,2.0
2021-01-25,La Romana,7.0
2021-01-25,La Vega,2.0
2021-01-25,Puerto Plata,2.0
2021-01-25,Samana,7.0
2021-01-25,San Cristobal,2.0
2021-01-25,San Juan,2.0
2021-01-25,Santiago,2.0
2021-01-25,Santo Domingo,2.0
2021-01-26,Barahona,7.0
2021-01-26,Distrito Nacional,2.0
2021-01-26,Espaillat,2.0
2021-01-26,Hermanas Mirabal,2.0
2021-01-26,La Altagracia,7.0
2021-01-26,La Romana,7.0
2021-01-26,La Vega,2.0
2021-01-26,Puerto Plata,2.0
2021-01-26,Samana,7.0
2021-01-26,San Cristobal,2.0
2021-01-26,San Juan,2.0
2021-01-26,Santiago,2.0
2021-01-26,Santo Domingo,2.0
2021-01-27,Barahona,7.0
2021-01-27,Distrito Nacional,2.0
2021-01-27,Espaillat,2.0
2021-01-27,Hermanas Mirabal,2.0
2021-01-27,La Altagracia,2.0
2021-01-27,La Romana,7.0
2021-01-27,La Vega,2.0
2021-01-27,Puerto Plata,2.0
2021-01-27,Samana,7.0
2021-01-27,San Cristobal,2.0
2021-01-27,San Juan,2.0
2021-01-27,Santiago,2.0
2021-01-27,Santo Domingo,2.0
2021-01-28,Barahona,7.0
2021-01-28,Distrito Nacional,2.0
2021-01-28,Espaillat,2.0
2021-01-28,Hermanas Mirabal,2.0
2021-01-28,La Altagracia,2.0
2021-01-28,La Romana,7.0
2021-01-28,La Vega,2.0
2021-01-28,Puerto Plata,2.0
2021-01-28,Samana,7.0
2021-01-28,San Cristobal,2.0
2021-01-28,San Juan,2.0
2021-01-28,Santiago,2.0
2021-01-28,Santo Domingo,2.0
2021-01-29,Barahona,7.0
2021-01-29,Distrito Nacional,2.0
2021-01-29,Espaillat,2.0
2021-01-29,Hermanas Mirabal,2.0
2021-01-29,La Altagracia,2.0
2021-01-29,La Romana,7.0
2021-01-29,La Vega,2.0
2021-01-29,Puerto Plata,2.0
2021-01-29,Samana,7.0
2021-01-29,San Cristobal,2.0
2021-01-29,San Juan,2.0
2021-01-29,Santiago,2.0
2021-01-29,Santo Domingo,2.0
2021-01-30,Barahona,7.0
2021-01-30,Distrito Nacional,3.0
2021-01-30,Espaillat,3.0
2021-01-30,Hermanas Mirabal,3.0
2021-01-30,La Altagracia,7.0
2021-01-30,La Romana,7.0
2021-01-30,La Vega,3.0
2021-01-30,Puerto Plata,7.0
2021-01-30,Samana,7.0
2021-01-30,San Cristobal,3.0
2021-01-30,San Juan,3.0
2021-01-30,Santiago,3.0
2021-01-30,Santo Domingo,3.0
2021-01-31,Barahona,7.0
2021-01-31,Distrito Nacional,2.0
2021-01-31,Espaillat,3.0
2021-01-31,Hermanas Mirabal,3.0
2021-01-31,La Altagracia,7.0
2021-01-31,La Romana,7.0
2021-01-31,La Vega,3.0
2021-01-31,Puerto Plata,3.0
2021-01-31,Samana,7.0
2021-01-31,San Cristobal,2.0
2021-01-31,San Juan,2.0
2021-01-31,Santiago,3.0
2021-01-31,Santo Domingo,2.0
2021-02-01,Barahona,7.0
2021-02-01,Distrito Nacional,2.0
2021-02-01,Espaillat,3.0
2021-02-01,Hermanas Mirabal,3.0
2021-02-01,La Altagracia,2.0
2021-02-01,La Romana,7.0
2021-02-01,La Vega,3.0
2021-02-01,Puerto Plata,2.0
2021-02-01,Samana,7.0
2021-02-01,San Cristobal,2.0
2021-02-01,San Juan,2.0
2021-02-01,Santiago,3.0
2021-02-01,Santo Domingo,2.0
2021-02-02,Barahona,7.0
2021-02-02,Distrito Nacional,2.0
2021-02-02,Espaillat,2.0
2021-02-02,Hermanas Mirabal,2.0
2021-02-02,La Altagracia,2.0
2021-02-02,La Romana,7.0
2021-02-02,La Vega,2.0
2021-02-02,Puerto Plata,2.0
2021-02-02,Samana,7.0
2021-02-02,San Cristobal,2.0
2021-02-02,San Juan,2.0
2021-02-02,Santiago,2.0
2021-02-02,Santo Domingo,2.0
2021-02-03,Barahona,7.0
2021-02-03,Distrito Nacional,2.0
2021-02-03,Espaillat,7.0
2021-02-03,Hermanas Mirabal,7.0
2021-02-03,La Altagracia,7.0
2021-02-03,La Romana,7.0
2021-02-03,La Vega,7.0
2021-02-03,Puerto Plata,7.0
2021-02-03,Samana,7.0
2021-02-03,San Cristobal,2.0
2021-02-03,San Juan,2.0
2021-02-03,Santiago,7.0
2021-02-03,Santo Domingo,2.0
2021-02-04,Barahona,7.0
2021-02-04,Distrito Nacional,2.0
2021-02-04,Espaillat,3.0
2021-02-04,Hermanas Mirabal,3.0
2021-02-04,La Altagracia,7.0
2021-02-04,La Romana,7.0
2021-02-04,La Vega,3.0
2021-02-04,Puerto Plata,3.0
2021-02-04,Samana,7.0
2021-02-04,San Cristobal,2.0
2021-02-04,San Juan,2.0
2021-02-04,Santiago,3.0
2021-02-04,Santo Domingo,2.0
2021-02-05,Barahona,7.0
2021-02-05,Distrito Nacional,2.0
2021-02-05,Espaillat,3.0
2021-02-05,Hermanas Mirabal,3.0
2021-02-05,La Altagracia,7.0
2021-02-05,La Romana,7.0
2021-02-05,La Vega,3.0
2021-02-05,Puerto Plata,2.0
2021-02-05,Samana,7.0
2021-02-05,San Cristobal,2.0
2021-02-05,San Juan,2.0
2021-02-05,Santiago,3.0
2021-02-05,Santo Domingo,2.0
2021-02-06,Barahona,7.0
2021-02-06,Distrito Nacional,2.0
2021-02-06,Espaillat,2.0
2021-02-06,Hermanas Mirabal,2.0
2021-02-06,La Altagracia,2.0
2021-02-06,La Romana,7.0
2021-02-06,La Vega,2.0
2021-02-06,Puerto Plata,2.0
2021-02-06,Samana,7.0
2021-02-06,San Cristobal,2.0
2021-02-06,San Juan,2.0
2021-02-06,Santiago,2.0
2021-02-06,Santo Domingo,2.0
2021-02-07,Barahona,7.0
2021-02-07,Distrito Nacional,2.0
2021-02-07,Espaillat,2.0
2021-02-07,Hermanas Mirabal,2.0
2021-02-07,La Altagracia,2.0
2021-02-07,La Romana,7.0
2021-02-07,La Vega,2.0
2021-02-07,Puerto Plata,2.0
2021-02-07,Samana,7.0
2021-02-07,San Cristobal,2.0
2021-02-07,San Juan,2.0
2021-02-07,Santiago,2.0
2021-02-07,Santo Domingo,2.0
2021-02-08,Barahona,7.0
2021-02-08,Distrito Nacional,2.0
2021-02-08,Espaillat,2.0
2021-02-08,Hermanas Mirabal,2.0
2021-02-08,La Altagracia,2.0
2021-02-08,La Romana,7.0
2021-02-08,La Vega,2.0
2021-02-08,Puerto Plata,2.0
2021-02-08,Samana,7.0
2021-02-08,San Cristobal,2.0
2021-02-08,San Juan,2.0
2021-02-08,Santiago,2.0
2021-02-08,Santo Domingo,2.0
2021-02-09,Barahona,7.0
2021-02-09,Distrito Nacional,2.0
2021-02-09,Espaillat,2.0
2021-02-09,Hermanas Mirabal,2.0
2021-02-09,La Altagracia,2.0
2021-02-09,La Romana,7.0
2021-02-09,La Vega,2.0
2021-02-09,Puerto Plata,2.0
2021-02-09,Samana,7.0
2021-02-09,San Cristobal,2.0
2021-02-09,San Juan,2.0
2021-02-09,Santiago,2.0
2021-02-09,Santo Domingo,2.0
2021-02-10,Barahona,7.0
2021-02-10,Distrito Nacional,2.0
2021-02-10,Espaillat,2.0
2021-02-10,Hermanas Mirabal,2.0
2021-02-10,La Altagracia,2.0
2021-02-10,La Romana,7.0
2021-02-10,La Vega,2.0
2021-02-10,Puerto Plata,2.0
2021-02-10,Samana,7.0
2021-02-10,San Cristobal,2.0
2021-02-10,San Juan,2.0
2021-02-10,Santiago,2.0
2021-02-10,Santo Domingo,2.0
2021-02-11,Barahona,7.0
2021-02-11,Distrito Nacional,2.0
2021-02-11,Espaillat,3.0
2021-02-11,Hermanas Mirabal,3.0
2021-02-11,La Altagracia,2.0
2021-02-11,La Romana,7.0
2021-02-11,La Vega,3.0
2021-02-11,Puerto Plata,2.0
2021-02-11,Samana,7.0
2021-02-11,San Cristobal,2.0
2021-02-11,San Juan,2.0
2021-02-11,Santiago,3.0
2021-02-11,Santo Domingo,2.0
2021-02-12,Barahona,7.0
2021-02-12,Distrito Nacional,2.0
2021-02-12,Espaillat,2.0
2021-02-12,Hermanas Mirabal,2.0
2021-02-12,La Altagracia,2.0
2021-02-12,La Romana,7.0
2021-02-12,La Vega,2.0
2021-02-12,Puerto Plata,2.0
2021-02-12,Samana,7.0
2021-02-12,San Cristobal,2.0
2021-02-12,San Juan,2.0
2021-02-12,Santiago,2.0
2021-02-12,Santo Domingo,2.0
2021-02-13,Barahona,7.0
2021-02-13,Distrito Nacional,2.0
2021-02-13,Espaillat,2.0
2021-02-13,Hermanas Mirabal,2.0
2021-02-13,La Altagracia,2.0
2021-02-13,La Romana,7.0
2021-02-13,La Vega,2.0
2021-02-13,Puerto Plata,2.0
2021-02-13,Samana,7.0
2021-02-13,San Cristobal,2.0
2021-02-13,San Juan,2.0
2021-02-13,Santiago,2.0
2021-02-13,Santo Domingo,2.0
2021-02-14,Barahona,7.0
2021-02-14,Distrito Nacional,2.0
2021-02-14,Espaillat,2.0
2021-02-14,Hermanas Mirabal,2.0
2021-02-14,La Altagracia,2.0
2021-02-14,La Romana,7.0
2021-02-14,La Vega,2.0
2021-02-14,Puerto Plata,2.0
2021-02-14,Samana,7.0
2021-02-14,San Cristobal,2.0
2021-02-14,San Juan,2.0
2021-02-14,Santiago,2.0
2021-02-14,Santo Domingo,2.0
2021-02-15,Barahona,7.0
2021-02-15,Distrito Nacional,2.0
2021-02-15,Espaillat,2.0
2021-02-15,Hermanas Mirabal,2.0
2021-02-15,La Altagracia,2.0
2021-02-15,La Romana,7.0
2021-02-15,La Vega,2.0
2021-02-15,Puerto Plata,2.0
2021-02-15,Samana,7.0
2021-02-15,San Cristobal,2.0
2021-02-15,San Juan,2.0
2021-02-15,Santiago,2.0
2021-02-15,Santo Domingo,2.0
2021-02-16,Barahona,7.0
2021-02-16,Distrito Nacional,2.0
2021-02-16,Espaillat,2.0
2021-02-16,Hermanas Mirabal,2.0
2021-02-16,La Altagracia,2.0
2021-02-16,La Romana,7.0
2021-02-16,La Vega,2.0
2021-02-16,Puerto Plata,2.0
2021-02-16,Samana,7.0
2021-02-16,San Cristobal,2.0
2021-02-16,San Juan,2.0
2021-02-16,Santiago,2.0
2021-02-16,Santo Domingo,2.0
2021-02-17,Barahona,7.0
2021-02-17,Distrito Nacional,2.0
2021-02-17,Espaillat,2.0
2021-02-17,Hermanas Mirabal,2.0
2021-02-17,La Altagracia,2.0
2021-02-17,La Romana,7.0
2021-02-17,La Vega,2.0
2021-02-17,Puerto Plata,2.0
2021-02-17,Samana,7.0
2021-02-17,San Cristobal,2.0
2021-02-17,San Juan,2.0
2021-02-17,Santiago,2.0
2021-02-17,Santo Domingo,2.0
2021-02-18,Barahona,7.0
2021-02-18,Distrito Nacional,2.0
2021-02-18,Espaillat,3.0
2021-02-18,Hermanas Mirabal,3.0
2021-02-18,La Altagracia,2.0
2021-02-18,La Romana,7.0
2021-02-18,La Vega,3.0
2021-02-18,Puerto Plata,2.0
2021-02-18,Samana,7.0
2021-02-18,San Cristobal,2.0
2021-02-18,San Juan,2.0
2021-02-18,Santiago,3.0
2021-02-18,Santo Domingo,2.0
2021-02-19,Barahona,7.0
2021-02-19,Distrito Nacional,2.0
2021-02-19,Espaillat,2.0
2021-02-19,Hermanas Mirabal,2.0
2021-02-19,La Altagracia,2.0
2021-02-19,La Romana,7.0
2021-02-19,La Vega,2.0
2021-02-19,Puerto Plata,2.0
2021-02-19,Samana,7.0
2021-02-19,San Cristobal,2.0
2021-02-19,San Juan,2.0
2021-02-19,Santiago,2.0
2021-02-19,Santo Domingo,2.0
2021-02-20,Barahona,7.0
2021-02-20,Distrito Nacional,2.0
2021-02-20,Espaillat,2.0
2021-02-20,Hermanas Mirabal,2.0
2021-02-20,La Altagracia,2.0
2021-02-20,La Romana,7.0
2021-02-20,La Vega,2.0
